Silicate_ID,Structure,E_ads,RMSD
FOR001_4_21,"{'numbers': [8, 12, 14, 8, 8, 8, 8, 6, 8, 8, 14, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[2.81105413, 0.82198465, 6.74757094], [1.70236697, 4.80867262, 5.43931473], [3.7912817, 6.71260572, 5.43931473], [3.08258675, 8.22422729, 5.43931473], [2.80841588, 3.04621195, 5.43931473], [3.07994849, 6.0, 4.13105851], [3.07994849, 6.0, 6.74757094], [1.18987519, 5.60586274, 8.24480913], [1.32472619, 4.43530574, 8.28547813], [1.05502319, 6.77641874, 8.20413913], [6.90984624, 1.53459037, 5.43931473], [5.28406144, 1.55897347, 5.43931473], [7.62117944, 0.82198465, 6.74757094], [4.14803264, 2.506745, 3.92279019], [6.5530953, 7.68476034, 3.92279019], [4.18863566, 9.98668796, 5.43931473], [6.51249228, 4.80867262, 5.43931473], [8.60140701, 6.71260572, 5.43931473], [5.4170665, 6.73698882, 5.43931473], [7.89271206, 8.22422729, 5.43931473], [7.61854119, 3.04621195, 5.43931473], [5.48501115, 4.19150534, 3.71452187], [7.8900738, 6.0, 4.13105851], [5.21611679, 9.36952069, 3.71452187], [7.8900738, 6.0, 6.74757094], [7.62117944, 11.17801534, 6.74757094], [6.1348515, 4.43530574, 8.28547813], [5.8651485, 6.77641874, 8.20413913], [10.22719181, 6.73698882, 5.43931473], [10.81012581, 5.60586274, 8.24480913], [10.94497681, 4.43530574, 8.28547813], [10.67527381, 6.77641874, 8.20413913], [6.0000005, 5.60586274, 8.24480913]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.513690014651047, 179.074521621494, 2.93620422552583]",0.381957934516844
FOR001_4_22,"{'numbers': [12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 6, 8, 8, 6], 'positions': [[3.12738073, 6.20415229, 4.5571023], [3.08677772, 3.32806456, 6.07362683], [3.48413168, 10.41001301, 6.07362683], [5.17569245, 5.23199766, 6.07362683], [1.99135194, 5.25638076, 6.07362683], [4.4669975, 6.74361924, 6.07362683], [4.19282663, 1.56560389, 6.07362683], [4.19546488, 9.69740729, 4.76537062], [4.46435924, 4.51939194, 4.76537062], [4.46435924, 4.51939194, 7.38188304], [4.19546488, 9.69740729, 7.38188304], [1.18987469, 5.92217683, 8.83853123], [1.03107469, 7.08416083, 8.95942223], [1.34867469, 4.76019183, 8.71764023], [7.93750605, 6.20415229, 4.5571023], [5.57304641, 8.50607991, 6.07362683], [7.89690303, 3.32806456, 6.07362683], [8.29425699, 10.41001301, 6.07362683], [9.98581776, 5.23199766, 6.07362683], [5.88919433, 7.17630691, 3.04057777], [6.66847219, 10.43439611, 6.07362683], [6.80147725, 5.25638076, 6.07362683], [6.59788928, 5.66468534, 3.04057777], [9.27712281, 6.74361924, 6.07362683], [9.00295194, 1.56560389, 6.07362683], [6.8694219, 2.71089729, 4.34883398], [9.27448455, 4.51939194, 4.76537062], [6.60052754, 7.88891263, 4.34883398], [9.27448455, 4.51939194, 7.38188304], [9.00559019, 9.69740729, 7.38188304], [5.8412, 7.08416083, 8.95942223], [6.1588, 4.76019183, 8.71764023], [10.38317172, 8.50607991, 6.07362683], [10.81012531, 5.92217683, 8.83853123], [10.65132531, 7.08416083, 8.95942223], [10.96892531, 4.76019183, 8.71764023], [6.0, 5.92217683, 8.83853123]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.572208508450103, 179.424406674067, 3.38579972845862]",0.582724248688287
FOR001_4_23,"{'numbers': [14, 8, 8, 8, 6, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 8, 8, 6, 8, 8, 12, 6], 'positions': [[2.7839353, 3.60714809, 6.02681433], [2.07524035, 5.11876966, 6.02681433], [2.07260209, 2.89454237, 7.33507054], [1.80370773, 8.07255772, 7.33507054], [1.18987469, 6.55797086, 8.84323673], [2.28825669, 6.95423986, 8.68023873], [0.09149269, 6.16170186, 9.00623473], [5.5457489, 4.57930271, 4.5102898], [3.18128926, 6.88123034, 6.02681433], [5.50514588, 1.70321499, 6.02681433], [5.58635191, 7.45539044, 2.99376527], [5.90249984, 8.78516344, 6.02681433], [7.59406061, 3.60714809, 6.02681433], [4.27671504, 8.80954654, 6.02681433], [4.4097201, 3.63153119, 6.02681433], [6.68177769, 5.52707424, 2.99376527], [6.88536566, 5.11876966, 6.02681433], [6.61383304, 8.07255772, 4.71855812], [6.8827274, 2.89454237, 4.71855812], [4.20877039, 6.26406306, 4.30202148], [6.8827274, 2.89454237, 7.33507054], [6.61383304, 8.07255772, 7.33507054], [7.098382, 6.95423986, 8.68023873], [4.901618, 6.16170186, 9.00623473], [6.61119479, 10.29678501, 6.02681433], [7.99141457, 6.88123034, 6.02681433], [10.71262515, 8.78516344, 6.02681433], [9.08684035, 8.80954654, 6.02681433], [9.21984541, 3.63153119, 6.02681433], [9.0188957, 6.26406306, 4.30202148], [11.42395835, 8.07255772, 7.33507054], [10.81012531, 6.55797086, 8.84323673], [11.90850731, 6.95423986, 8.68023873], [9.71174331, 6.16170186, 9.00623473], [7.95081155, 9.75731806, 4.5102898], [6.0, 6.55797086, 8.84323673]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.707947677551829, 175.564312875434, 2.70063940799642]",0.504176115027016
FOR001_4_24,"{'numbers': [12, 14, 8, 8, 8, 8, 6, 8, 8, 14, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 8, 8, 8, 6, 8, 8, 6], 'positions': [[0.70522732, 5.40433631, 5.25839723], [2.79414205, 7.30826941, 5.25839723], [2.0854471, 8.81989098, 5.25839723], [1.81127623, 3.64187564, 5.25839723], [2.08280885, 6.59566369, 3.95014101], [2.08280885, 6.59566369, 6.56665344], [1.11848253, 5.98648865, 8.03126463], [0.29694053, 6.71158965, 8.46639563], [1.94002453, 5.26138865, 7.59613263], [5.91270659, 2.13025407, 5.25839723], [4.28692179, 2.15463716, 5.25839723], [6.6240398, 1.41764835, 6.56665344], [3.15089299, 3.10240869, 3.74187269], [5.55595565, 8.28042403, 3.74187269], [5.51535263, 5.40433631, 5.25839723], [7.60426736, 7.30826941, 5.25839723], [4.41992685, 7.33265251, 5.25839723], [6.89557241, 8.81989098, 5.25839723], [6.62140154, 3.64187564, 5.25839723], [4.4878715, 4.78716903, 3.53360437], [6.89293416, 6.59566369, 3.95014101], [6.89293416, 6.59566369, 6.56665344], [5.10706584, 6.71158965, 8.46639563], [6.75014984, 5.26138865, 7.59613263], [9.0970471, 2.15463716, 5.25839723], [7.9610183, 3.10240869, 3.74187269], [8.00162132, 10.58235165, 5.25839723], [10.32547794, 5.40433631, 5.25839723], [9.23005216, 7.33265251, 5.25839723], [9.29799681, 4.78716903, 3.53360437], [11.70305947, 6.59566369, 6.56665344], [10.73873315, 5.98648865, 8.03126463], [9.91719115, 6.71158965, 8.46639563], [11.56027515, 5.26138865, 7.59613263], [5.92860784, 5.98648865, 8.03126463]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.198937681250072, 178.835487003008, 2.97472095978806]",0.457218813594237
FOR001_4_25,"{'numbers': [8, 6, 8, 8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 8, 8, 8, 12, 14, 8, 8, 8, 6, 8, 8, 12, 6], 'positions': [[1.4141116, 6.0, 7.12283404], [1.18987419, 6.19711971, 8.62300423], [0.32971319, 5.65344571, 9.21847123], [2.05003619, 6.74079271, 8.02753723], [1.41147335, 8.22422729, 5.81457783], [5.15615277, 2.506745, 4.2980533], [2.79169313, 4.80867262, 5.81457783], [5.19675578, 5.38283272, 2.78152877], [5.51290371, 6.71260572, 5.81457783], [7.20446448, 1.53459037, 5.81457783], [3.88711891, 6.73698882, 5.81457783], [4.02012397, 1.55897347, 5.81457783], [6.49576953, 3.04621195, 5.81457783], [6.22423691, 6.0, 4.50632162], [3.81917426, 4.19150534, 4.08978498], [6.49313127, 0.82198465, 7.12283404], [6.22423691, 6.0, 7.12283404], [5.1398385, 5.65344571, 9.21847123], [6.8601615, 6.74079271, 8.02753723], [2.75109011, 7.68476034, 4.2980533], [5.11554975, 9.98668796, 5.81457783], [6.22159866, 8.22422729, 5.81457783], [4.08806862, 9.36952069, 4.08978498], [6.49313127, 11.17801535, 7.12283404], [7.60181844, 4.80867262, 5.81457783], [10.32302902, 6.71260572, 5.81457783], [8.69724422, 6.73698882, 5.81457783], [8.62929957, 4.19150534, 4.08978498], [11.03436222, 6.0, 7.12283404], [10.81012481, 6.19711971, 8.62300423], [9.94996381, 5.65344571, 9.21847123], [11.67028681, 6.74079271, 8.02753723], [7.56121542, 7.68476034, 4.2980533], [5.9999995, 6.19711971, 8.62300423]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.214620147250798, 178.979053624384, 2.8596489167841]",0.448106333037582
FOR001_4_26,"{'numbers': [6, 8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 8, 6], 'positions': [[1.18987469, 6.47445377, 8.62716023], [2.13909069, 5.95662977, 8.15717223], [0.24065869, 6.99227677, 9.09714923], [3.70500872, 4.57930271, 4.4193753], [1.34054908, 6.88123034, 5.93589983], [3.6644057, 1.70321499, 5.93589983], [4.06175966, 8.78516344, 5.93589983], [5.75332043, 3.60714809, 5.93589983], [2.43597486, 8.80954654, 5.93589983], [2.56897992, 3.63153119, 5.93589983], [4.84103751, 5.52707424, 2.90285077], [5.04462548, 5.11876966, 5.93589983], [4.77309286, 8.07255772, 4.62764362], [5.04198722, 2.89454237, 4.62764362], [2.36803021, 6.26406306, 4.21110698], [5.04198722, 2.89454237, 7.24415604], [4.77309286, 8.07255772, 7.24415604], [6.949216, 5.95662977, 8.15717223], [5.050784, 6.99227677, 9.09714923], [4.77045461, 10.29678501, 5.93589983], [8.51513403, 4.57930271, 4.4193753], [6.15067439, 6.88123034, 5.93589983], [8.87188497, 8.78516344, 5.93589983], [6.46682231, 5.55145734, 2.90285077], [7.24610017, 8.80954654, 5.93589983], [7.37910523, 3.63153119, 5.93589983], [9.85475079, 5.11876966, 5.93589983], [9.58321817, 8.07255772, 4.62764362], [7.17815552, 6.26406306, 4.21110698], [9.85211253, 2.89454237, 7.24415604], [9.58321817, 8.07255772, 7.24415604], [10.81012531, 6.47445377, 8.62716023], [11.75934131, 5.95662977, 8.15717223], [9.86090931, 6.99227677, 9.09714923], [6.11007137, 9.75731806, 4.4193753], [9.58057992, 10.29678501, 5.93589983], [6.0, 6.47445377, 8.62716023]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.521345870050254, 178.185783464392, 2.8389571826043]",0.9543305646897
FOR001_4_27,"{'numbers': [8, 6, 8, 8, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 8, 8, 8, 12, 14, 8, 8, 8, 6, 8, 8, 12, 12, 8, 8, 6], 'positions': [[0.7472043, 6.0, 6.72912344], [1.18987469, 6.53061723, 8.22214863], [0.38516469, 7.38840223, 8.14037063], [1.99458469, 5.67283223, 8.30392563], [2.12478583, 4.80867262, 5.42086723], [4.84599641, 6.71260572, 5.42086723], [6.53755718, 1.53459037, 5.42086723], [3.22021161, 6.73698882, 5.42086723], [5.82886223, 3.04621195, 5.42086723], [5.55732961, 6.0, 4.11261101], [3.15226696, 4.19150534, 3.69607437], [5.82622397, 0.82198465, 6.72912344], [5.55732961, 6.0, 6.72912344], [5.19529, 7.38840223, 8.14037063], [6.80471, 5.67283223, 8.30392563], [2.08418281, 7.68476034, 3.90434269], [4.44864245, 9.98668796, 5.42086723], [5.55469136, 8.22422729, 5.42086723], [3.42116132, 9.36952069, 3.69607437], [5.82622397, 11.17801535, 6.72912344], [6.93491114, 4.80867262, 5.42086723], [9.65612172, 6.71260572, 5.42086723], [8.03033692, 6.73698882, 5.42086723], [7.96239227, 4.19150534, 3.69607437], [10.36745492, 6.0, 6.72912344], [10.81012531, 6.53061723, 8.22214863], [10.00541531, 7.38840223, 8.14037063], [11.61483531, 5.67283223, 8.30392563], [6.89430812, 7.68476034, 3.90434269], [9.25876776, 9.98668796, 5.42086723], [10.36481667, 8.22422729, 5.42086723], [8.23128663, 9.36952069, 3.69607437], [6.0, 6.53061723, 8.22214863]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.260478203549837, 178.859230809192, 2.86099426331693]",0.392843432189125
FOR001_4_28,"{'numbers': [8, 8, 8, 6, 8, 8, 12, 14, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 12, 12, 8, 8, 8, 6, 8, 8, 6], 'positions': [[1.12553294, 4.51939194, 7.08796804], [1.12289469, 6.74361924, 5.77971183], [1.3944273, 9.69740729, 7.08796804], [1.18987519, 6.33137444, 8.65168023], [0.52526619, 7.09710644, 8.05002323], [1.85448319, 5.56564244, 9.25333723], [2.50311447, 3.32806456, 5.77971183], [5.22432505, 5.23199766, 5.77971183], [3.59854025, 5.25638076, 5.77971183], [6.20719087, 1.56560389, 5.77971183], [5.93565825, 4.51939194, 4.47145562], [5.93565825, 4.51939194, 7.08796804], [2.46251145, 6.20415229, 4.2631873], [4.82697109, 8.50607991, 5.77971183], [6.91588582, 10.41001301, 5.77971183], [6.13660796, 7.15192381, 2.74666277], [3.73154531, 10.43439611, 5.77971183], [5.93302, 6.74361924, 5.77971183], [3.79948996, 7.88891263, 4.05491898], [6.20455261, 9.69740729, 4.47145562], [6.20455261, 9.69740729, 7.08796804], [5.3353915, 7.09710644, 8.05002323], [6.6646085, 5.56564244, 9.25333723], [7.31323978, 3.32806456, 5.77971183], [10.03445036, 5.23199766, 5.77971183], [8.40866556, 5.25638076, 5.77971183], [10.74578356, 4.51939194, 7.08796804], [7.27263676, 6.20415229, 4.2631873], [9.6370964, 8.50607991, 5.77971183], [8.54167062, 10.43439611, 5.77971183], [10.74314531, 6.74361924, 5.77971183], [8.60961527, 7.88891263, 4.05491898], [10.81012581, 6.33137444, 8.65168023], [10.14551681, 7.09710644, 8.05002323], [11.47473381, 5.56564244, 9.25333723], [6.0000005, 6.33137444, 8.65168023]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.344355668251637, 179.502840100953, 3.16127252764982]",1.97642583432972
FOR001_4_29,"{'numbers': [14, 8, 8, 8, 6, 8, 8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 8, 8, 8, 12, 14, 8, 8, 8, 6, 8, 8, 12, 6], 'positions': [[1.04578325, 6.71260572, 6.01316983], [2.02864907, 3.04621195, 6.01316983], [1.75711645, 6.0, 4.70491362], [1.75711645, 6.0, 7.32142604], [1.18987419, 6.48638938, 8.81791723], [2.14489419, 5.82518638, 8.61595523], [0.23485519, 7.14759338, 9.01987923], [1.7544782, 8.22422729, 6.01316983], [5.49915762, 2.506745, 4.4966453], [3.13469798, 4.80867262, 6.01316983], [5.53976063, 5.38283272, 2.98012077], [5.85590856, 6.71260572, 6.01316983], [7.54746933, 1.53459037, 6.01316983], [4.23012376, 6.73698882, 6.01316983], [4.36312882, 1.55897347, 6.01316983], [6.83877438, 3.04621195, 6.01316983], [6.56724176, 6.0, 4.70491362], [4.16217911, 4.19150534, 4.28837698], [6.83613612, 0.82198465, 7.32142604], [6.56724176, 6.0, 7.32142604], [6.9550195, 5.82518638, 8.61595523], [5.0449805, 7.14759338, 9.01987923], [3.09409496, 7.68476034, 4.4966453], [5.4585546, 9.98668796, 6.01316983], [6.56460351, 8.22422729, 6.01316983], [4.43107347, 9.36952069, 4.28837698], [6.83613612, 11.17801535, 7.32142604], [7.94482329, 4.80867262, 6.01316983], [10.66603387, 6.71260572, 6.01316983], [9.04024907, 6.73698882, 6.01316983], [8.97230442, 4.19150534, 4.28837698], [11.37736707, 6.0, 7.32142604], [10.81012481, 6.48638938, 8.81791723], [11.76514481, 5.82518638, 8.61595523], [9.85510581, 7.14759338, 9.01987923], [7.90422027, 7.68476034, 4.4966453], [5.9999995, 6.48638938, 8.81791723]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.265114887651407, 178.712048085219, 2.85103666126231]",0.4486727132916
FOR001_4_30,"{'numbers': [14, 14, 8, 8, 8, 8, 6, 8, 8, 12, 8, 8, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 8, 8, 8, 12, 8, 6, 8, 8, 12, 6], 'positions': [[2.89424411, 6.35630286, 5.92257333], [4.58580488, 1.17828751, 5.92257333], [1.26845931, 6.38068596, 5.92257333], [3.87710993, 2.68990909, 5.92257333], [3.60557731, 5.64369714, 4.61431712], [3.60557731, 5.64369714, 7.23082954], [1.18987469, 6.22663212, 8.67667473], [2.03848869, 6.92068712, 8.24287373], [0.34126069, 5.53257812, 9.11047573], [2.49689015, 9.6303851, 5.92257333], [3.60293906, 7.86792443, 5.92257333], [3.87447167, 10.82171249, 7.23082954], [4.98315884, 4.45236976, 5.92257333], [7.70436942, 6.35630286, 5.92257333], [6.07858462, 6.38068596, 5.92257333], [6.21158968, 1.20267061, 5.92257333], [8.68723524, 2.68990909, 5.92257333], [6.28217258, 6.78899053, 2.88952427], [8.41570262, 5.64369714, 4.61431712], [6.01063997, 3.83520248, 4.19778048], [8.41570262, 5.64369714, 7.23082954], [6.848614, 6.92068712, 8.24287373], [5.151386, 5.53257812, 9.11047573], [4.94255582, 7.32845748, 4.4060488], [7.30701546, 9.6303851, 5.92257333], [8.41306437, 7.86792443, 5.92257333], [6.27953433, 9.01321783, 4.19778048], [8.68459698, 10.82171249, 7.23082954], [9.79328415, 4.45236976, 5.92257333], [10.88870993, 6.38068596, 5.92257333], [10.81012531, 6.22663212, 8.67667473], [11.65873931, 6.92068712, 8.24287373], [9.96151131, 5.53257812, 9.11047573], [9.75268113, 7.32845748, 4.4060488], [6.0, 6.22663212, 8.67667473]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.330820724849445, 179.619450270099, 3.28466108644037]",0.374382279838844
FOR001_4_31,"{'numbers': [14, 8, 8, 8, 6, 8, 8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 8, 8, 8, 12, 14, 8, 8, 8, 6, 8, 8, 12, 6], 'positions': [[1.18586491, 6.71260572, 6.04497083], [2.16873073, 3.04621195, 6.04497083], [1.89719812, 6.0, 4.73671462], [1.89719812, 6.0, 7.35322704], [1.15529826, 5.93003313, 8.76342123], [1.82804526, 6.87183013, 8.53876523], [0.48255126, 4.98823613, 8.98807823], [1.89455986, 8.22422729, 6.04497083], [5.63923928, 2.506745, 4.5284463], [3.27477964, 4.80867262, 6.04497083], [5.67984229, 5.38283272, 3.01192177], [5.99599022, 6.71260572, 6.04497083], [7.68755099, 1.53459037, 6.04497083], [4.37020542, 6.73698882, 6.04497083], [4.50321048, 1.55897347, 6.04497083], [6.97885604, 3.04621195, 6.04497083], [6.70732343, 6.0, 4.73671462], [4.30226077, 4.19150534, 4.32017798], [6.97621779, 0.82198465, 7.35322704], [6.70732343, 6.0, 7.35322704], [6.63817057, 6.87183013, 8.53876523], [5.29267657, 4.98823613, 8.98807823], [3.23417662, 7.68476034, 4.5284463], [5.59863626, 9.98668796, 6.04497083], [6.70468517, 8.22422729, 6.04497083], [4.57115513, 9.36952069, 4.32017798], [6.97621779, 11.17801535, 7.35322704], [8.08490495, 4.80867262, 6.04497083], [10.80611553, 6.71260572, 6.04497083], [9.18033073, 6.73698882, 6.04497083], [9.11238608, 4.19150534, 4.32017798], [11.51744874, 6.0, 7.35322704], [10.77554888, 5.93003313, 8.76342123], [11.44829588, 6.87183013, 8.53876523], [10.10280188, 4.98823613, 8.98807823], [8.04430193, 7.68476034, 4.5284463], [5.96542357, 5.93003313, 8.76342123]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.22310935135215, 178.812233245209, 2.89860342110435]",0.473874743142482
FOR001_4_32,"{'numbers': [12, 14, 8, 8, 8, 8, 6, 8, 8, 14, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 8, 6, 8, 8, 6], 'positions': [[1.36525503, 4.80867262, 5.40558173], [3.45416976, 6.71260572, 5.40558173], [2.74547481, 8.22422729, 5.40558173], [2.47130394, 3.04621195, 5.40558173], [2.74283655, 6.0, 4.09732551], [2.74283655, 6.0, 6.71383794], [1.18987419, 5.54843404, 8.21475513], [1.76782219, 6.57073904, 8.31921113], [0.61192719, 4.52612904, 8.11029913], [6.5727343, 1.53459037, 5.40558173], [4.9469495, 1.55897347, 5.40558173], [7.2840675, 0.82198465, 6.71383794], [3.8109207, 2.506745, 3.88905719], [6.21598336, 7.68476034, 3.88905719], [3.85152372, 9.98668796, 5.40558173], [6.17538034, 4.80867262, 5.40558173], [8.26429507, 6.71260572, 5.40558173], [5.07995456, 6.73698882, 5.40558173], [7.55560012, 8.22422729, 5.40558173], [7.28142925, 3.04621195, 5.40558173], [5.14789921, 4.19150534, 3.68078887], [7.55296186, 6.0, 4.09732551], [7.55296186, 6.0, 6.71383794], [7.2840675, 11.17801534, 6.71383794], [6.5779475, 6.57073904, 8.31921113], [5.4220525, 4.52612904, 8.11029913], [8.62104601, 2.506745, 3.88905719], [8.66164903, 9.98668796, 5.40558173], [10.98550565, 4.80867262, 5.40558173], [9.89007987, 6.73698882, 5.40558173], [10.81012481, 5.54843404, 8.21475513], [11.38807281, 6.57073904, 8.31921113], [10.23217781, 4.52612904, 8.11029913], [5.9999995, 5.54843404, 8.21475513]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.591972682349706, 177.28608136774, 2.7808642672127]",0.56433517937662
FOR001_4_33,"{'numbers': [14, 8, 8, 6, 8, 8, 14, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[1.98806899, 6.0, 5.40634123], [1.27937404, 7.51162157, 5.40634123], [1.27673578, 5.28739428, 6.71459744], [1.18987469, 5.97253006, 8.20970963], [1.35575469, 4.81033406, 8.31845163], [1.02399469, 7.13472606, 8.10096663], [5.10663353, 0.82198465, 5.40634123], [4.74988259, 6.97215462, 3.88981669], [2.38542295, 9.27408224, 5.40634123], [4.70927957, 4.0960669, 5.40634123], [5.10663353, 11.17801535, 5.40634123], [6.7981943, 6.0, 5.40634123], [3.61385379, 6.0243831, 5.40634123], [6.08949935, 7.51162157, 5.40634123], [5.81532848, 2.33360623, 5.40634123], [3.68179844, 3.47889962, 3.68154837], [6.08686109, 5.28739428, 4.09808501], [3.41290408, 8.65691497, 3.68154837], [6.08686109, 5.28739428, 6.71459744], [5.81796673, 10.46540963, 6.71459744], [6.16588, 4.81033406, 8.31845163], [5.83412, 7.13472606, 8.10096663], [9.5600079, 6.97215462, 3.88981669], [7.19554826, 9.27408224, 5.40634123], [9.51940488, 4.0960669, 5.40634123], [8.4239791, 6.0243831, 5.40634123], [10.89962466, 7.51162157, 5.40634123], [8.49192375, 3.47889962, 3.68154837], [8.22302939, 8.65691497, 3.68154837], [10.8969864, 5.28739428, 6.71459744], [10.81012531, 5.97253006, 8.20970963], [10.97600531, 4.81033406, 8.31845163], [10.64424531, 7.13472606, 8.10096663], [6.0, 5.97253006, 8.20970963]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.186119893850673, 179.035317822737, 2.91190870644649]",0.441327409100988
FOR001_4_34,"{'numbers': [8, 6, 8, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 8, 8, 8, 12, 14, 8, 8, 8, 6, 8, 8, 12, 12, 8, 6], 'positions': [[1.11256885, 6.0, 6.68173994], [1.18987469, 6.41240393, 8.18150813], [0.96061769, 5.26844193, 8.35130913], [1.41913169, 7.55636593, 8.01170713], [1.1099306, 8.22422729, 5.37348373], [4.85461002, 2.506745, 3.85695919], [2.49015038, 4.80867262, 5.37348373], [5.21136096, 6.71260572, 5.37348373], [6.90292173, 1.53459037, 5.37348373], [3.58557616, 6.73698882, 5.37348373], [6.19422678, 3.04621195, 5.37348373], [5.92269416, 6.0, 4.06522751], [3.51763151, 4.19150534, 3.64869087], [6.19158852, 0.82198465, 6.68173994], [5.92269416, 6.0, 6.68173994], [5.770743, 5.26844193, 8.35130913], [6.229257, 7.55636593, 8.01170713], [2.44954736, 7.68476034, 3.85695919], [4.814007, 9.98668796, 5.37348373], [5.92005591, 8.22422729, 5.37348373], [3.78652587, 9.36952069, 3.64869087], [6.19158852, 11.17801535, 6.68173994], [7.30027569, 4.80867262, 5.37348373], [10.02148627, 6.71260572, 5.37348373], [8.39570147, 6.73698882, 5.37348373], [8.32775682, 4.19150534, 3.64869087], [10.73281947, 6.0, 6.68173994], [10.81012531, 6.41240393, 8.18150813], [10.58086831, 5.26844193, 8.35130913], [11.03938231, 7.55636593, 8.01170713], [7.25967267, 7.68476034, 3.85695919], [9.62413231, 9.98668796, 5.37348373], [10.73018122, 8.22422729, 5.37348373], [6.0, 6.41240393, 8.18150813]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.190758142650566, 179.097286141503, 2.92885212045683]",0.456810095415675
