Silicate_ID,Structure,E_ads
ENS010_31,"{'numbers': [8, 12, 12, 12, 12, 14, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 12, 14, 14, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 14, 8, 6, 8, 8, 6], 'positions': [[1.27795941, 3.389112, 16.2743397], [1.64330851, 11.401236, 14.6276821], [-0.95519149, 11.401236, 16.3255769], [-0.98481439, 6.785536, 17.5490859], [1.61368561, 6.785536, 13.4041731], [-2.61251479, 8.712248, 16.2858239], [-0.01401479, 8.712248, 14.6674351], [0.78528381, 14.14872, 16.2531381], [1.27068361, 5.00872, 16.2531381], [-1.32781639, 5.00872, 14.7001209], [-2.67695759, 10.322716, 16.2708061], [-0.07845759, 10.322716, 14.6824529], [-0.04519679, 10.214864, 17.6683449], [-0.04519679, 7.995672, 13.2513449], [1.43646791, 8.141912, 15.2548961], [-1.16203209, 8.141912, 15.6983629], [0.77800801, 12.529112, 16.2743397], [1.32265361, 14.890888, 17.5473191], [0.73331381, 5.750888, 17.5473191], [0.24219731, 5.489484, 15.0225619], [-2.35630269, 5.489484, 15.9306971], [-2.5985, 8.84530902, 18.9387591], [-2.019531, 9.78097702, 18.5152491], [-3.177469, 7.90964102, 19.3622701], [6.84030851, 11.401236, 14.6276821], [4.24180851, 11.401236, 16.3255769], [4.21218561, 11.425, 13.1320859], [4.21218561, 6.785536, 17.5490859], [2.58448521, 8.712248, 16.2858239], [5.18298521, 8.712248, 14.6674351], [5.98228381, 14.14872, 16.2531381], [6.46768361, 5.00872, 16.2531381], [3.86918361, 5.00872, 14.7001209], [3.38378381, 14.14872, 14.7001209], [2.52004241, 10.322716, 16.2708061], [5.11854241, 10.322716, 14.6824529], [2.55330321, 10.214864, 13.2849141], [5.15180321, 10.214864, 17.6683449], [5.15180321, 7.995672, 13.2513449], [6.63346791, 8.141912, 15.2548961], [4.03496791, 8.141912, 15.6983629], [5.97500801, 12.529112, 16.2743397], [3.37650801, 12.529112, 14.6789193], [5.93031381, 5.750888, 17.5473191], [3.33181381, 5.750888, 13.4059399], [5.43919731, 5.489484, 15.0225619], [2.84069731, 5.489484, 15.9306971], [4.41227011, 14.629484, 15.9306971], [3.177469, 9.78097702, 18.5152491], [2.019531, 7.90964102, 19.3622701], [7.78148521, 8.712248, 16.2858239], [7.71704241, 10.322716, 16.2708061], [7.7955, 8.84530902, 18.9387591], [8.374469, 9.78097702, 18.5152491], [7.216531, 7.90964102, 19.3622701], [2.5985, 8.84530902, 18.9387591]], 'cell': [5.197, 18.28, 32.494356], 'pbc': [False, False, False]}","[-0.275357321447927, 173.906709241397, 2.68732620499693]"
ENS010_32,"{'numbers': [8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 8, 8, 8, 12, 12, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 8, 6, 8, 8, 6], 'positions': [[0.72203544, 3.412876, 17.6087154], [-0.10116936, 5.727124, 16.2147102], [0.26417974, 13.739248, 14.5680526], [-2.36394316, 9.123548, 17.4894564], [0.23455684, 9.123548, 13.3445436], [-1.39314356, 11.05026, 14.6078056], [-0.10844516, 7.346732, 16.1935086], [-1.45758636, 12.660728, 14.6228234], [-1.42432556, 12.552876, 17.6087154], [0.05733914, 10.479924, 15.1952666], [-2.54116086, 10.479924, 15.6387334], [-0.60112076, 14.867124, 16.2147102], [-0.64581496, 8.0889, 17.4876896], [-1.13693146, 7.827496, 14.9629324], [-2.5985005, 9.51907254, 18.9749176], [-3.5973175, 9.18285754, 19.5034656], [-1.5996825, 9.85528854, 18.4463686], [1.63203014, 4.599248, 16.2659474], [4.23053014, 4.599248, 14.5680526], [3.35379624, 3.520728, 16.2111766], [5.09583064, 5.727124, 16.2147102], [2.49733064, 5.727124, 14.6192898], [5.46117974, 13.739248, 14.5680526], [2.86267974, 13.739248, 16.2659474], [2.83305684, 9.123548, 17.4894564], [5.43155684, 9.123548, 13.3445436], [1.20535644, 11.05026, 16.2261944], [3.80385644, 11.05026, 14.6078056], [5.08855484, 7.346732, 16.1935086], [2.49005484, 7.346732, 14.6404914], [1.14091364, 12.660728, 16.2111766], [3.73941364, 12.660728, 14.6228234], [1.17417444, 12.552876, 13.2252846], [3.77267444, 12.552876, 17.6087154], [3.77267444, 10.333684, 13.1917154], [5.25433914, 10.479924, 15.1952666], [2.65583914, 10.479924, 15.6387334], [4.59587924, 14.867124, 16.2147102], [1.99737924, 14.867124, 14.6192898], [4.55118504, 8.0889, 17.4876896], [1.95268504, 8.0889, 13.3463104], [4.06006854, 7.827496, 14.9629324], [1.46156854, 7.827496, 15.8710676], [1.5996825, 9.18285754, 19.5034656], [3.5973175, 9.85528854, 18.4463686], [8.03005684, 9.123548, 17.4894564], [6.40235644, 11.05026, 16.2261944], [6.33791364, 12.660728, 16.2111766], [7.85283914, 10.479924, 15.6387334], [6.65856854, 7.827496, 15.8710676], [7.7954995, 9.51907254, 18.9749176], [6.7966825, 9.18285754, 19.5034656], [8.7943175, 9.85528854, 18.4463686], [2.5984995, 9.51907254, 18.9749176]], 'cell': [5.197, 18.28, 32.695181000000005], 'pbc': [False, False, False]}","[-0.438070457244294, 177.019490575922, 2.88668188626187]"
ENS010_33,"{'numbers': [12, 12, 12, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[0.33679569, 5.163186, 14.6285655], [-2.26170432, 5.163186, 16.3264603], [-3.46273102, 9.687486, 17.5499693], [-1.83503061, 11.614198, 16.2867073], [0.76346939, 11.614198, 14.6683185], [-0.52122901, 7.91067, 16.2540215], [-1.35170961, 3.976814, 17.6692283], [0.79465139, 13.116814, 17.6692283], [0.79465139, 10.897622, 13.2522283], [-0.68701331, 11.043862, 15.2557795], [-0.52850482, 6.291062, 16.2752231], [0.01614079, 8.652838, 17.5482025], [0.50725729, 8.391434, 15.0234453], [-2.09124271, 8.391434, 15.9315805], [-2.28715398, 8.52349819, 19.4704755], [-2.84003798, 8.85284119, 18.4826025], [-1.73426898, 8.19415519, 20.4583485], [5.53379569, 5.163186, 14.6285655], [2.93529568, 5.163186, 16.3264603], [1.70464609, 14.303186, 16.3264603], [1.73426898, 9.687486, 17.5499693], [4.33276898, 9.687486, 13.4050565], [3.36196939, 11.614198, 16.2867073], [5.96046938, 11.614198, 14.6683185], [4.67577098, 7.91067, 16.2540215], [2.07727099, 7.91067, 14.7010043], [3.42641219, 13.224666, 16.2716895], [1.21352958, 4.084666, 16.2716895], [3.81202959, 4.084666, 14.6833363], [3.84529039, 3.976814, 17.6692283], [5.99165139, 13.116814, 17.6692283], [4.50998669, 11.043862, 15.2557795], [1.91148668, 11.043862, 15.6992463], [4.66849518, 6.291062, 16.2752231], [2.06999518, 6.291062, 14.6798027], [4.62380099, 6.221598, 13.1312025], [5.21314079, 8.652838, 17.5482025], [2.61464079, 8.652838, 13.4068233], [5.70425729, 8.391434, 15.0234453], [3.10575729, 8.391434, 15.9315805], [2.35696202, 8.85284119, 18.4826025], [3.46273102, 8.19415519, 20.4583485], [8.13229568, 5.163186, 16.3264603], [6.93126899, 9.687486, 17.5499693], [7.27427099, 7.91067, 14.7010043], [6.41052959, 4.084666, 16.2716895], [7.10848669, 11.043862, 15.6992463], [7.26699518, 6.291062, 14.6798027], [8.30275729, 8.391434, 15.9315805], [8.10684602, 8.52349819, 19.4704755], [7.55396201, 8.85284119, 18.4826025], [8.65973102, 8.19415519, 20.4583485], [2.90984602, 8.52349819, 19.4704755]], 'cell': [5.197, 18.28, 33.589551], 'pbc': [False, False, False]}","[-0.547974592348737, 176.390006253358, 3.01948554793364]"
ENS010_34,"{'numbers': [8, 8, 8, 6, 8, 8, 12, 12, 12, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 14, 8, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 14, 14, 8, 8, 8, 6], 'positions': [[-2.1536368, 8.995588, 14.6833363], [-2.1868976, 8.887736, 17.6692283], [-3.0101024, 11.201984, 16.2752231], [-2.41203213, 9.38378932, 19.5173865], [-2.44110413, 9.93009432, 20.5617745], [-2.38296013, 8.83748432, 18.4729985], [-1.2769029, 10.074108, 16.3264603], [1.3215971, 10.074108, 14.6285655], [-1.24728, 5.458408, 17.5499693], [0.3804204, 7.38512, 16.2867073], [2.9789204, 7.38512, 14.6683185], [1.694222, 3.681592, 16.2540215], [0.4448632, 8.995588, 16.2716895], [3.0433632, 8.995588, 14.6833363], [3.0101024, 8.887736, 17.6692283], [0.4116024, 8.887736, 13.2857975], [3.0101024, 6.668544, 13.2522283], [1.5284377, 6.814784, 15.2557795], [-1.0700623, 6.814784, 15.6992463], [2.1868976, 11.201984, 16.2752231], [-0.4116024, 11.201984, 14.6798027], [2.2315918, 4.42376, 17.5482025], [2.2315918, 11.13252, 13.1312025], [2.7227083, 4.162356, 15.0234453], [0.1242083, 4.162356, 15.9315805], [2.75589587, 9.93009432, 20.5617745], [2.81403987, 8.83748432, 18.4729985], [-0.0758762, 14.598408, 17.5499693], [2.1796218, 12.821592, 16.2540215], [-0.4188782, 12.821592, 14.7010043], [1.642252, 13.56376, 17.5482025], [1.1511355, 13.302356, 15.0234453], [-1.4473645, 13.302356, 15.9315805], [3.9200971, 10.074108, 16.3264603], [6.5185971, 10.074108, 14.6285655], [3.94972, 5.458408, 17.5499693], [3.94972, 10.097872, 13.1329693], [5.5774204, 7.38512, 16.2867073], [5.6418632, 8.995588, 16.2716895], [8.2071024, 8.887736, 17.6692283], [5.6086024, 8.887736, 13.2857975], [6.7254377, 6.814784, 15.2557795], [4.1269377, 6.814784, 15.6992463], [7.3838976, 11.201984, 16.2752231], [4.7853976, 11.201984, 14.6798027], [5.3212083, 4.162356, 15.9315805], [7.98196787, 9.38378932, 19.5173865], [7.95289587, 9.93009432, 20.5617745], [8.01103987, 8.83748432, 18.4729985], [5.1211238, 14.598408, 17.5499693], [7.3766218, 12.821592, 16.2540215], [4.7781218, 12.821592, 14.7010043], [6.839252, 13.56376, 17.5482025], [6.3481355, 13.302356, 15.0234453], [3.7496355, 13.302356, 15.9315805], [2.78496787, 9.38378932, 19.5173865]], 'cell': [5.197, 18.28, 33.692977], 'pbc': [False, False, False]}","[-0.550564572045232, 178.134666206166, 3.34059873937492]"
ENS010_35,"{'numbers': [12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 14, 14, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[-0.56652172, 6.738922, 14.6285655], [-3.16502172, 6.738922, 16.3264603], [-0.13984802, 13.189934, 14.6683185], [-1.42454642, 9.486406, 16.2540215], [-2.25502702, 5.55255, 17.6692283], [-0.10866602, 14.69255, 17.6692283], [-1.59033072, 12.619598, 15.2557795], [-1.43182223, 7.866798, 16.2752231], [-0.88717662, 10.228574, 17.5482025], [-0.39606012, 9.96717, 15.0234453], [-2.99456012, 9.96717, 15.9315805], [-2.68003957, 8.98622093, 18.8912205], [-1.58762457, 8.83103093, 18.4757835], [-3.77245357, 9.14141093, 19.3066565], [4.63047828, 6.738922, 14.6285655], [2.03197828, 6.738922, 16.3264603], [2.00235538, 6.762686, 13.1329693], [0.83095158, 11.263222, 17.5499693], [3.42945157, 11.263222, 13.4050565], [2.45865198, 13.189934, 16.2867073], [0.37465498, 4.049934, 16.2867073], [2.97315497, 4.049934, 14.6683185], [5.05715198, 13.189934, 14.6683185], [3.77245358, 9.486406, 16.2540215], [1.17395358, 9.486406, 14.7010043], [2.52309478, 14.800402, 16.2716895], [0.31021218, 5.660402, 16.2716895], [2.90871218, 5.660402, 14.6833363], [0.34347298, 5.55255, 13.2857975], [2.94197298, 5.55255, 17.6692283], [5.08833398, 14.69255, 17.6692283], [3.60666928, 12.619598, 15.2557795], [4.42363768, 3.479598, 15.2557795], [1.82513768, 3.479598, 15.6992463], [1.00816928, 12.619598, 15.6992463], [3.76517777, 7.866798, 16.2752231], [1.16667778, 7.866798, 14.6798027], [3.72048358, 7.797334, 13.1312025], [4.30982338, 10.228574, 17.5482025], [1.71132338, 10.228574, 13.4068233], [4.80093988, 9.96717, 15.0234453], [2.20243988, 9.96717, 15.9315805], [3.60937542, 8.83103093, 18.4757835], [1.42454643, 9.14141093, 19.3066565], [7.22897827, 6.738922, 16.3264603], [6.02795158, 11.263222, 17.5499693], [5.57165498, 4.049934, 16.2867073], [8.96945358, 9.486406, 16.2540215], [6.37095358, 9.486406, 14.7010043], [5.50721218, 5.660402, 16.2716895], [8.13897298, 5.55255, 17.6692283], [6.20516928, 12.619598, 15.6992463], [6.36367777, 7.866798, 14.6798027], [7.39943988, 9.96717, 15.9315805], [7.71396042, 8.98622093, 18.8912205], [8.80637543, 8.83103093, 18.4757835], [6.62154643, 9.14141093, 19.3066565], [2.51696043, 8.98622093, 18.8912205]], 'cell': [5.197, 18.28, 32.437859], 'pbc': [False, False, False]}","[-0.451769825446945, 177.080834157212, 3.03218754678506]"
ENS010_36,"{'numbers': [12, 14, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[-1.09464747, 8.739668, 14.6285655], [-1.95267217, 11.487152, 16.2540215], [-2.78315277, 7.553296, 17.6692283], [-1.30148807, 5.480344, 15.2557795], [-1.95994797, 9.867544, 16.2752231], [-1.41530237, 12.22932, 17.5482025], [-0.92418587, 11.967916, 15.0234453], [-2.5985, 9.05890047, 19.4684655], [-3.417472, 9.49568047, 18.7414515], [-1.779528, 8.62212147, 20.1954795], [4.10235253, 8.739668, 14.6285655], [1.50385253, 8.739668, 16.3264603], [1.47422963, 8.763432, 13.1329693], [0.30282583, 13.263968, 17.5499693], [1.47422963, 4.123968, 17.5499693], [1.93052623, 15.19068, 16.2867073], [-0.15347077, 6.05068, 16.2867073], [2.44502923, 6.05068, 14.6683185], [3.24432783, 11.487152, 16.2540215], [0.64582783, 11.487152, 14.7010043], [-0.21791357, 7.661148, 16.2716895], [2.38058643, 7.661148, 14.6833363], [-0.18465277, 7.553296, 13.2857975], [2.41384723, 7.553296, 17.6692283], [3.07854353, 14.620344, 15.2557795], [3.89551193, 5.480344, 15.2557795], [1.29701193, 5.480344, 15.6992463], [3.23705203, 9.867544, 16.2752231], [0.63855203, 9.867544, 14.6798027], [3.19235783, 9.79808, 13.1312025], [3.78169763, 12.22932, 17.5482025], [3.19235783, 3.08932, 17.5482025], [1.18319763, 12.22932, 13.4068233], [4.27281413, 11.967916, 15.0234453], [1.67431413, 11.967916, 15.9315805], [1.779528, 9.49568047, 18.7414515], [3.417472, 8.62212147, 20.1954795], [6.70085253, 8.739668, 16.3264603], [5.49982583, 13.263968, 17.5499693], [6.67122963, 4.123968, 17.5499693], [5.04352923, 6.05068, 16.2867073], [5.84282783, 11.487152, 14.7010043], [4.97908643, 7.661148, 16.2716895], [5.01234723, 7.553296, 13.2857975], [7.61084723, 7.553296, 17.6692283], [6.49401193, 5.480344, 15.6992463], [8.43405203, 9.867544, 16.2752231], [5.83555203, 9.867544, 14.6798027], [6.87131413, 11.967916, 15.9315805], [7.7955, 9.05890047, 19.4684655], [6.976528, 9.49568047, 18.7414515], [8.614472, 8.62212147, 20.1954795], [2.5985, 9.05890047, 19.4684655]], 'cell': [5.197, 18.28, 33.326682000000005], 'pbc': [False, False, False]}","[-0.507447314548017, 178.42509419978, 3.17247395103808]"
ENS010_37,"{'numbers': [12, 12, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 6, 8, 8, 12, 14, 8, 6], 'positions': [[-3.11378255, 6.738922, 16.3264603], [-0.51528255, 6.738922, 14.6285655], [-1.39201645, 5.660402, 16.2716895], [1.20648355, 5.660402, 14.6833363], [1.17322275, 5.55255, 17.6692283], [0.35001795, 7.866798, 16.2752231], [-2.24848205, 7.866798, 14.6798027], [0.39471215, 7.797334, 13.1312025], [-2.7823343, 8.99951461, 19.5530565], [-3.0085263, 9.14406661, 20.7010915], [-2.5561413, 8.85496261, 18.4050225], [-1.91275585, 11.263222, 17.5499693], [0.68574415, 11.263222, 13.4050565], [0.34274215, 9.486406, 16.2540215], [-2.25575785, 9.486406, 14.7010043], [-0.97313825, 14.69255, 17.6692283], [0.50852645, 12.619598, 15.2557795], [-2.08997355, 12.619598, 15.6992463], [-0.19462765, 10.228574, 17.5482025], [-0.68574415, 9.96717, 15.0234453], [-3.28424415, 9.96717, 15.9315805], [2.08321745, 6.738922, 16.3264603], [4.68171745, 6.738922, 14.6285655], [2.11284035, 6.762686, 13.1329693], [3.74054075, 4.049934, 16.2867073], [3.80498355, 5.660402, 16.2716895], [6.37022275, 5.55255, 17.6692283], [2.29005805, 3.479598, 15.6992463], [5.54701795, 7.866798, 16.2752231], [2.94851795, 7.866798, 14.6798027], [2.1884737, 9.14406661, 20.7010915], [2.6408587, 8.85496261, 18.4050225], [3.28424415, 11.263222, 17.5499693], [1.65654375, 13.189934, 16.2867073], [4.25504375, 13.189934, 14.6683185], [5.53974215, 9.486406, 16.2540215], [2.94124215, 9.486406, 14.7010043], [1.59210095, 14.800402, 16.2716895], [4.22386175, 14.69255, 17.6692283], [5.70552645, 12.619598, 15.2557795], [3.10702645, 12.619598, 15.6992463], [5.00237235, 10.228574, 17.5482025], [2.40387235, 10.228574, 13.4068233], [4.51125585, 9.96717, 15.0234453], [1.91275585, 9.96717, 15.9315805], [7.28021745, 6.738922, 16.3264603], [7.6116657, 8.99951461, 19.5530565], [7.3854737, 9.14406661, 20.7010915], [7.8378587, 8.85496261, 18.4050225], [8.48124415, 11.263222, 17.5499693], [6.85354375, 13.189934, 16.2867073], [7.10975585, 9.96717, 15.9315805], [2.4146657, 8.99951461, 19.5530565]], 'cell': [5.197, 18.28, 33.832294000000005], 'pbc': [False, False, False]}","[-0.45156682855054, 179.393487535516, 3.41451461462396]"
ENS010_38,"{'numbers': [8, 6, 8, 8, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[-3.3587328, 11.201984, 16.2752231], [-2.5885322, 9.60062466, 19.5205875], [-1.8382672, 10.20843766, 18.8440465], [-3.3387962, 8.99281266, 20.1971285], [2.7035677, 10.074108, 14.6285655], [0.1050677, 10.074108, 16.3264603], [0.0754448, 10.097872, 13.1329693], [-1.095959, 14.598408, 17.5499693], [0.0754448, 5.458408, 17.5499693], [-1.5522556, 7.38512, 16.2867073], [1.0462444, 7.38512, 14.6683185], [1.845543, 12.821592, 16.2540215], [2.3309428, 3.681592, 16.2540215], [-0.752957, 12.821592, 14.7010043], [-1.6166984, 8.995588, 16.2716895], [0.9818016, 8.995588, 14.6833363], [1.0150624, 8.887736, 17.6692283], [2.4967271, 6.814784, 15.2557795], [-0.1017729, 6.814784, 15.6992463], [1.8382672, 11.201984, 16.2752231], [-0.7602328, 11.201984, 14.6798027], [1.793573, 11.13252, 13.1312025], [2.3829128, 13.56376, 17.5482025], [1.793573, 4.42376, 17.5482025], [2.8740293, 13.302356, 15.0234453], [0.2755293, 13.302356, 15.9315805], [3.3587328, 10.20843766, 18.8440465], [1.8582038, 8.99281266, 20.1971285], [5.3020677, 10.074108, 16.3264603], [5.2724448, 10.097872, 13.1329693], [4.101041, 14.598408, 17.5499693], [5.2724448, 5.458408, 17.5499693], [3.6447444, 7.38512, 16.2867073], [6.2432444, 7.38512, 14.6683185], [7.042543, 12.821592, 16.2540215], [4.444043, 12.821592, 14.7010043], [3.5803016, 8.995588, 16.2716895], [6.1788016, 8.995588, 14.6833363], [3.6135624, 8.887736, 13.2857975], [6.2120624, 8.887736, 17.6692283], [5.0952271, 6.814784, 15.6992463], [7.0352672, 11.201984, 16.2752231], [4.4367672, 11.201984, 14.6798027], [7.5799128, 13.56376, 17.5482025], [3.9009565, 4.162356, 15.9315805], [5.4725293, 13.302356, 15.9315805], [7.8054678, 9.60062466, 19.5205875], [8.5557328, 10.20843766, 18.8440465], [7.0552038, 8.99281266, 20.1971285], [2.6084678, 9.60062466, 19.5205875]], 'cell': [5.197, 18.28, 33.328331], 'pbc': [False, False, False]}","[-0.639002597044282, 177.530770059156, 2.7717088322686]"
ENS010_39,"{'numbers': [8, 8, 12, 14, 8, 8, 8, 6, 8, 8, 12, 12, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 8, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[-1.2220741, 3.412876, 17.6692283], [-2.0452789, 5.727124, 16.2752231], [-1.7095527, 9.123548, 13.4050565], [-2.0525547, 7.346732, 16.2540215], [-1.8867704, 10.479924, 15.2557795], [-2.5899245, 8.0889, 17.5482025], [-3.081041, 7.827496, 15.0234453], [-2.5985, 8.87804178, 18.8370985], [-1.978301, 9.81879878, 19.1840425], [-3.218699, 7.93728478, 18.4901545], [-0.3120794, 4.599248, 16.3264603], [2.2864206, 4.599248, 14.6285655], [1.4096867, 3.520728, 16.2716895], [4.0081867, 3.520728, 14.6833363], [3.9749259, 3.412876, 17.6692283], [3.1517211, 5.727124, 16.2752231], [0.5532211, 5.727124, 14.6798027], [3.1964153, 5.65766, 13.1312025], [3.5170702, 13.739248, 14.6285655], [0.9185702, 13.739248, 16.3264603], [0.8889473, 9.123548, 17.5499693], [3.4874473, 9.123548, 13.4050565], [-0.7387531, 11.05026, 16.2867073], [1.8597469, 11.05026, 14.6683185], [3.1444453, 7.346732, 16.2540215], [0.5459453, 7.346732, 14.7010043], [-0.8031959, 12.660728, 16.2716895], [1.7953041, 12.660728, 14.6833363], [1.8285649, 12.552876, 17.6692283], [1.8285649, 10.333684, 13.2522283], [3.3102296, 10.479924, 15.2557795], [0.7117296, 10.479924, 15.6992463], [2.6517697, 14.867124, 16.2752231], [2.6070755, 8.0889, 17.5482025], [0.0085755, 8.0889, 13.4068233], [2.115959, 7.827496, 15.0234453], [-0.482541, 7.827496, 15.9315805], [3.218699, 9.81879878, 19.1840425], [1.978301, 7.93728478, 18.4901545], [4.8849206, 4.599248, 16.3264603], [5.7502211, 5.727124, 14.6798027], [6.1155702, 13.739248, 16.3264603], [6.0859473, 9.123548, 17.5499693], [4.4582469, 11.05026, 16.2867073], [7.0567469, 11.05026, 14.6683185], [8.3414453, 7.346732, 16.2540215], [5.7429453, 7.346732, 14.7010043], [4.3938041, 12.660728, 16.2716895], [4.4270649, 12.552876, 13.2857975], [7.0255649, 12.552876, 17.6692283], [5.9087296, 10.479924, 15.6992463], [7.8040755, 8.0889, 17.5482025], [5.2055755, 8.0889, 13.4068233], [7.312959, 7.827496, 15.0234453], [4.714459, 7.827496, 15.9315805], [7.7955, 8.87804178, 18.8370985], [8.415699, 9.81879878, 19.1840425], [7.175301, 7.93728478, 18.4901545], [2.5985, 8.87804178, 18.8370985]], 'cell': [5.197, 18.28, 32.315245000000004], 'pbc': [False, False, False]}","[-0.47745438064635, 176.720420639906, 2.81714155104604]"
ENS010_40,"{'numbers': [6, 8, 8, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[-2.5985, 9.07795835, 19.0621545], [-2.741029, 7.97265735, 19.4469095], [-2.455971, 10.18325935, 18.6773995], [2.16097614, 10.074108, 14.6285655], [-0.43752386, 10.074108, 16.3264603], [-0.46714676, 10.097872, 13.1329693], [-0.46714676, 5.458408, 17.5499693], [2.13135324, 5.458408, 13.4050565], [-2.09484716, 7.38512, 16.2867073], [0.50365284, 7.38512, 14.6683185], [1.30295144, 12.821592, 16.2540215], [1.78835124, 3.681592, 16.2540215], [-1.29554856, 12.821592, 14.7010043], [-2.15928996, 8.995588, 16.2716895], [0.43921004, 8.995588, 14.6833363], [0.47247084, 8.887736, 17.6692283], [0.47247084, 6.668544, 13.2522283], [1.95413554, 6.814784, 15.2557795], [-0.64436446, 6.814784, 15.6992463], [1.29567564, 11.201984, 16.2752231], [-1.30282436, 11.201984, 14.6798027], [1.25098144, 11.13252, 13.1312025], [1.84032124, 13.56376, 17.5482025], [1.25098144, 4.42376, 17.5482025], [2.33143774, 13.302356, 15.0234453], [0.75986494, 4.162356, 15.0234453], [-0.26706226, 13.302356, 15.9315805], [2.455971, 7.97265735, 19.4469095], [2.741029, 10.18325935, 18.6773995], [7.35797614, 10.074108, 14.6285655], [4.75947614, 10.074108, 16.3264603], [4.72985324, 10.097872, 13.1329693], [3.55844944, 14.598408, 17.5499693], [4.72985324, 5.458408, 17.5499693], [3.10215284, 7.38512, 16.2867073], [5.70065284, 7.38512, 14.6683185], [6.49995144, 12.821592, 16.2540215], [3.90145144, 12.821592, 14.7010043], [3.03771004, 8.995588, 16.2716895], [5.63621004, 8.995588, 14.6833363], [3.07097084, 8.887736, 13.2857975], [5.66947084, 8.887736, 17.6692283], [5.66947084, 6.668544, 13.2522283], [7.15113554, 6.814784, 15.2557795], [4.55263554, 6.814784, 15.6992463], [6.49267564, 11.201984, 16.2752231], [3.89417564, 11.201984, 14.6798027], [7.03732124, 13.56376, 17.5482025], [6.44798144, 4.42376, 17.5482025], [3.35836494, 4.162356, 15.9315805], [4.92993774, 13.302356, 15.9315805], [7.7955, 9.07795835, 19.0621545], [7.652971, 7.97265735, 19.4469095], [7.938029, 10.18325935, 18.6773995], [2.5985, 9.07795835, 19.0621545]], 'cell': [5.197, 18.28, 32.578112000000004], 'pbc': [False, False, False]}","[-0.650137224050241, 177.60359892686, 2.81462257092337]"
